City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
378,Okato,NZ,-39.2,173.88,39.0,71,0,1.01,"{'coord': {'lon': 173.88, 'lat': -39.2}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 35.13, 'feels_like': 30.29, 'temp_min': 30.99, 'temp_max': 39, 'pressure': 1025, 'humidity': 71}, 'visibility': 10000, 'wind': {'speed': 1.01, 'deg': 241, 'gust': 7}, 'clouds': {'all': 0}, 'dt': 1599159966, 'sys': {'type': 3, 'id': 2020402, 'country': 'NZ', 'sunrise': 1599158584, 'sunset': 1599199469}, 'timezone': 43200, 'id': 2185763, 'name': 'Okato', 'cod': 200}"
379,Seddon,AU,-37.81,144.89,52.0,76,0,9.17,"{'coord': {'lon': 144.89, 'lat': -37.81}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 48.34, 'feels_like': 41.18, 'temp_min': 45, 'temp_max': 52, 'pressure': 1015, 'humidity': 76}, 'visibility': 10000, 'wind': {'speed': 9.17, 'deg': 350}, 'clouds': {'all': 0}, 'dt': 1599159967, 'sys': {'type': 1, 'id': 9548, 'country': 'AU', 'sunrise': 1599165470, 'sunset': 1599206495}, 'timezone': 36000, 'id': 7281807, 'name': 'Seddon', 'cod': 200}"
380,Gizo,SB,-8.1,156.84,82.22,77,97,7.63,"{'coord': {'lon': 156.84, 'lat': -8.1}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 82.22, 'feels_like': 87.85, 'temp_min': 82.22, 'temp_max': 82.22, 'pressure': 1009, 'humidity': 77, 'sea_level': 1009, 'grnd_level': 1009}, 'visibility': 10000, 'wind': {'speed': 7.63, 'deg': 77}, 'clouds': {'all': 97}, 'dt': 1599159967, 'sys': {'country': 'SB', 'sunrise': 1599161559, 'sunset': 1599204672}, 'timezone': 39600, 'id': 2108857, 'name': 'Gizo Government Station', 'cod': 200}"
381,Budogoshch,RU,59.28,32.47,63.18,80,100,8.99,"{'coord': {'lon': 32.47, 'lat': 59.28}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 63.18, 'feels_like': 60.28, 'temp_min': 63.18, 'temp_max': 63.18, 'pressure': 1020, 'humidity': 80, 'sea_level': 1020, 'grnd_level': 1015}, 'visibility': 10000, 'wind': {'speed': 8.99, 'deg': 156}, 'clouds': {'all': 100}, 'dt': 1599159967, 'sys': {'country': 'RU', 'sunrise': 1599101536, 'sunset': 1599151618}, 'timezone': 10800, 'id': 571252, 'name': ""Budogoshch'"", 'cod': 200}"
382,Kaffrine,SN,14.11,-15.55,84.2,83,75,12.95,"{'coord': {'lon': -15.55, 'lat': 14.11}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 84.2, 'feels_like': 89.38, 'temp_min': 84.2, 'temp_max': 84.2, 'pressure': 1010, 'humidity': 83}, 'visibility': 10000, 'wind': {'speed': 12.95, 'deg': 220}, 'clouds': {'all': 75}, 'dt': 1599159967, 'sys': {'type': 1, 'id': 2417, 'country': 'SN', 'sunrise': 1599115845, 'sunset': 1599160354}, 'timezone': 0, 'id': 2251007, 'name': 'Kaffrine', 'cod': 200}"
383,Karavayevo,RU,55.3,37.96,62.6,51,100,11.18,"{'coord': {'lon': 37.96, 'lat': 55.3}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 61.48, 'feels_like': 53.62, 'temp_min': 59, 'temp_max': 62.6, 'pressure': 1026, 'humidity': 51}, 'visibility': 10000, 'wind': {'speed': 11.18, 'deg': 140}, 'clouds': {'all': 100}, 'dt': 1599159968, 'sys': {'type': 1, 'id': 9021, 'country': 'RU', 'sunrise': 1599100697, 'sunset': 1599149822}, 'timezone': 10800, 'id': 6416317, 'name': 'Karavayevo', 'cod': 200}"
384,Westport,US,41.14,-73.36,87.01,39,1,6.93,"{'coord': {'lon': -73.36, 'lat': 41.14}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 82.92, 'feels_like': 80.69, 'temp_min': 79, 'temp_max': 87.01, 'pressure': 1009, 'humidity': 39}, 'visibility': 10000, 'wind': {'speed': 6.93, 'deg': 280, 'gust': 16.11}, 'clouds': {'all': 1}, 'dt': 1599159757, 'sys': {'type': 1, 'id': 3409, 'country': 'US', 'sunrise': 1599128558, 'sunset': 1599175383}, 'timezone': -14400, 'id': 4845585, 'name': 'Westport', 'cod': 200}"
385,Benidorm,ES,38.54,-0.13,75.0,73,0,4.27,"{'coord': {'lon': -0.13, 'lat': 38.54}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 73.69, 'feels_like': 76.35, 'temp_min': 73, 'temp_max': 75, 'pressure': 1021, 'humidity': 73}, 'visibility': 10000, 'wind': {'speed': 4.27, 'deg': 134}, 'clouds': {'all': 0}, 'dt': 1599159906, 'sys': {'type': 3, 'id': 2008393, 'country': 'ES', 'sunrise': 1599111119, 'sunset': 1599157680}, 'timezone': 7200, 'id': 2521088, 'name': 'Benidorm', 'cod': 200}"
386,Stykkisholmur,IS,65.08,-22.73,45.01,74,100,22.44,"{'coord': {'lon': -22.73, 'lat': 65.08}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 45.01, 'feels_like': 29.64, 'temp_min': 45.01, 'temp_max': 45.01, 'pressure': 1002, 'humidity': 74, 'sea_level': 1002, 'grnd_level': 1002}, 'visibility': 10000, 'wind': {'speed': 22.44, 'deg': 12}, 'clouds': {'all': 100}, 'dt': 1599159968, 'sys': {'country': 'IS', 'sunrise': 1599113850, 'sunset': 1599165795}, 'timezone': 0, 'id': 3412888, 'name': 'Stykkisholmur', 'cod': 200}"
387,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,48.2,100,61,12.53,"{'coord': {'lon': 158.65, 'lat': 53.05}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 48.2, 'feels_like': 40.75, 'temp_min': 48.2, 'temp_max': 48.2, 'pressure': 1013, 'humidity': 100}, 'visibility': 10000, 'wind': {'speed': 12.53, 'deg': 304}, 'clouds': {'all': 61}, 'dt': 1599159811, 'sys': {'type': 1, 'id': 8887, 'country': 'RU', 'sunrise': 1599158429, 'sunset': 1599206933}, 'timezone': 43200, 'id': 2122104, 'name': 'Petropavlovsk-Kamchatskiy', 'cod': 200}"
388,Walvis Bay,NA,-22.96,14.51,59.0,67,0,5.82,"{'coord': {'lon': 14.51, 'lat': -22.96}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 57.56, 'feels_like': 53.51, 'temp_min': 55.99, 'temp_max': 59, 'pressure': 1018, 'humidity': 67}, 'visibility': 10000, 'wind': {'speed': 5.82, 'deg': 360}, 'clouds': {'all': 0}, 'dt': 1599159969, 'sys': {'type': 1, 'id': 2288, 'country': 'NA', 'sunrise': 1599109825, 'sunset': 1599151948}, 'timezone': 7200, 'id': 3359638, 'name': 'Walvis Bay', 'cod': 200}"
389,Zheleznodorozhnyy,RU,55.75,38.0,62.6,67,100,6.71,"{'coord': {'lon': 38, 'lat': 55.75}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 61.38, 'feels_like': 57.76, 'temp_min': 59, 'temp_max': 62.6, 'pressure': 1026, 'humidity': 67}, 'visibility': 10000, 'wind': {'speed': 6.71, 'deg': 110}, 'clouds': {'all': 100}, 'dt': 1599159855, 'sys': {'type': 1, 'id': 9020, 'country': 'RU', 'sunrise': 1599100639, 'sunset': 1599149862}, 'timezone': 10800, 'id': 463355, 'name': 'Zheleznodorozhnyy', 'cod': 200}"
390,Mercedes,AR,-34.65,-59.43,57.99,33,100,4.0,"{'coord': {'lon': -59.43, 'lat': -34.65}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 56.34, 'feels_like': 49.91, 'temp_min': 55, 'temp_max': 57.99, 'pressure': 1015, 'humidity': 33}, 'visibility': 10000, 'wind': {'speed': 4, 'deg': 225, 'gust': 7}, 'clouds': {'all': 100}, 'dt': 1599159969, 'sys': {'type': 3, 'id': 2019320, 'country': 'AR', 'sunrise': 1599128006, 'sunset': 1599169250}, 'timezone': -10800, 'id': 3430708, 'name': 'Mercedes', 'cod': 200}"
391,Tytuvenai,LT,55.6,23.2,60.8,77,90,6.93,"{'coord': {'lon': 23.2, 'lat': 55.6}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 60.8, 'feels_like': 57.99, 'temp_min': 60.8, 'temp_max': 60.8, 'pressure': 1018, 'humidity': 77}, 'visibility': 10000, 'wind': {'speed': 6.93, 'deg': 150}, 'clouds': {'all': 90}, 'dt': 1599159969, 'sys': {'type': 1, 'id': 1882, 'country': 'LT', 'sunrise': 1599104212, 'sunset': 1599153391}, 'timezone': 10800, 'id': 593748, 'name': 'Tytuvėnai', 'cod': 200}"
392,Aksha,RU,50.28,113.29,50.99,88,49,3.02,"{'coord': {'lon': 113.29, 'lat': 50.28}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 50.99, 'feels_like': 48.74, 'temp_min': 50.99, 'temp_max': 50.99, 'pressure': 1009, 'humidity': 88, 'sea_level': 1009, 'grnd_level': 924}, 'visibility': 10000, 'wind': {'speed': 3.02, 'deg': 329}, 'clouds': {'all': 49}, 'dt': 1599159970, 'sys': {'country': 'RU', 'sunrise': 1599169568, 'sunset': 1599217562}, 'timezone': 32400, 'id': 2028028, 'name': 'Aksha', 'cod': 200}"
393,Chapais,CA,49.78,-74.85,66.2,55,75,12.75,"{'coord': {'lon': -74.85, 'lat': 49.78}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 66.2, 'feels_like': 58.98, 'temp_min': 66.2, 'temp_max': 66.2, 'pressure': 1003, 'humidity': 55}, 'visibility': 10000, 'wind': {'speed': 12.75, 'deg': 200, 'gust': 20.8}, 'clouds': {'all': 75}, 'dt': 1599159970, 'sys': {'type': 1, 'id': 859, 'country': 'CA', 'sunrise': 1599128320, 'sunset': 1599176336}, 'timezone': -14400, 'id': 5919850, 'name': 'Chapais', 'cod': 200}"
394,Poronaysk,RU,49.22,143.12,57.29,93,7,2.89,"{'coord': {'lon': 143.12, 'lat': 49.22}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 57.29, 'feels_like': 57.31, 'temp_min': 57.29, 'temp_max': 57.29, 'pressure': 1018, 'humidity': 93, 'sea_level': 1018, 'grnd_level': 1018}, 'visibility': 10000, 'wind': {'speed': 2.89, 'deg': 82}, 'rain': {'1h': 0.799}, 'clouds': {'all': 7}, 'dt': 1599159970, 'sys': {'country': 'RU', 'sunrise': 1599162486, 'sunset': 1599210329}, 'timezone': 39600, 'id': 2121909, 'name': 'Poronaysk', 'cod': 200}"
395,Half Moon Bay,US,37.46,-122.43,69.01,87,90,14.99,"{'coord': {'lon': -122.43, 'lat': 37.46}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 66.13, 'feels_like': 61.79, 'temp_min': 59, 'temp_max': 69.01, 'pressure': 1019, 'humidity': 87}, 'visibility': 10000, 'wind': {'speed': 14.99, 'deg': 330}, 'clouds': {'all': 90}, 'dt': 1599159919, 'sys': {'type': 1, 'id': 4322, 'country': 'US', 'sunrise': 1599140546, 'sunset': 1599186943}, 'timezone': -25200, 'id': 5354943, 'name': 'Half Moon Bay', 'cod': 200}"
396,Belaya Gora,RU,68.53,146.42,33.48,92,2,6.73,"{'coord': {'lon': 146.42, 'lat': 68.53}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 33.48, 'feels_like': 26.02, 'temp_min': 33.48, 'temp_max': 33.48, 'pressure': 1024, 'humidity': 92, 'sea_level': 1024, 'grnd_level': 1019}, 'visibility': 10000, 'wind': {'speed': 6.73, 'deg': 100}, 'clouds': {'all': 2}, 'dt': 1599159971, 'sys': {'country': 'RU', 'sunrise': 1599158959, 'sunset': 1599212272}, 'timezone': 39600, 'id': 2126785, 'name': 'Belaya Gora', 'cod': 200}"
397,Boras,SE,57.72,12.94,57.99,82,90,8.05,"{'coord': {'lon': 12.94, 'lat': 57.72}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 57.04, 'feels_like': 53.02, 'temp_min': 55.99, 'temp_max': 57.99, 'pressure': 1012, 'humidity': 82}, 'visibility': 10000, 'wind': {'speed': 8.05, 'deg': 160}, 'clouds': {'all': 90}, 'dt': 1599159971, 'sys': {'type': 1, 'id': 1746, 'country': 'SE', 'sunrise': 1599106432, 'sunset': 1599156095}, 'timezone': 7200, 'id': 2720501, 'name': 'Borås', 'cod': 200}"
398,Matara,LK,5.95,80.54,78.76,88,19,8.9,"{'coord': {'lon': 80.54, 'lat': 5.95}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 78.76, 'feels_like': 84.04, 'temp_min': 78.76, 'temp_max': 78.76, 'pressure': 1009, 'humidity': 88, 'sea_level': 1009, 'grnd_level': 1008}, 'visibility': 10000, 'wind': {'speed': 8.9, 'deg': 276}, 'clouds': {'all': 19}, 'dt': 1599159755, 'sys': {'country': 'LK', 'sunrise': 1599179443, 'sunset': 1599223403}, 'timezone': 19800, 'id': 1235846, 'name': 'Matara', 'cod': 200}"
399,Katsuura,JP,35.13,140.3,82.0,89,100,3.0,"{'coord': {'lon': 140.3, 'lat': 35.13}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 81.01, 'feels_like': 91.17, 'temp_min': 80.01, 'temp_max': 82, 'pressure': 1015, 'humidity': 89}, 'visibility': 10000, 'wind': {'speed': 3, 'deg': 253, 'gust': 5.99}, 'clouds': {'all': 100}, 'dt': 1599159971, 'sys': {'type': 3, 'id': 20334, 'country': 'JP', 'sunrise': 1599164021, 'sunset': 1599210147}, 'timezone': 32400, 'id': 2112309, 'name': 'Katsuura', 'cod': 200}"
400,Opuwo,NA,-18.06,13.84,72.09,25,52,3.83,"{'coord': {'lon': 13.84, 'lat': -18.06}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 72.09, 'feels_like': 66.7, 'temp_min': 72.09, 'temp_max': 72.09, 'pressure': 1015, 'humidity': 25, 'sea_level': 1015, 'grnd_level': 890}, 'visibility': 10000, 'wind': {'speed': 3.83, 'deg': 248}, 'clouds': {'all': 52}, 'dt': 1599159971, 'sys': {'country': 'NA', 'sunrise': 1599109818, 'sunset': 1599152277}, 'timezone': 7200, 'id': 3354077, 'name': 'Opuwo', 'cod': 200}"
401,Stornoway,GB,58.21,-6.39,57.2,71,53,27.51,"{'coord': {'lon': -6.39, 'lat': 58.21}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 56.7, 'feels_like': 40.6, 'temp_min': 55.99, 'temp_max': 57.2, 'pressure': 999, 'humidity': 71}, 'visibility': 10000, 'wind': {'speed': 27.51, 'deg': 220, 'gust': 41.38}, 'clouds': {'all': 53}, 'dt': 1599159972, 'sys': {'type': 1, 'id': 1450, 'country': 'GB', 'sunrise': 1599111017, 'sunset': 1599160786}, 'timezone': 3600, 'id': 2636790, 'name': 'Stornoway', 'cod': 200}"
402,Pedernales,DO,18.04,-71.74,89.6,66,40,17.22,"{'coord': {'lon': -71.74, 'lat': 18.04}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 89.6, 'feels_like': 91.27, 'temp_min': 89.6, 'temp_max': 89.6, 'pressure': 1011, 'humidity': 66}, 'visibility': 10000, 'wind': {'speed': 17.22, 'deg': 130}, 'clouds': {'all': 40}, 'dt': 1599159972, 'sys': {'type': 1, 'id': 7048, 'country': 'DO', 'sunrise': 1599129196, 'sunset': 1599173968}, 'timezone': -14400, 'id': 3495137, 'name': 'Pedernales', 'cod': 200}"
403,Kyshtovka,RU,56.55,76.63,41.74,94,20,9.04,"{'coord': {'lon': 76.63, 'lat': 56.55}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 41.74, 'feels_like': 34.45, 'temp_min': 41.74, 'temp_max': 41.74, 'pressure': 1008, 'humidity': 94, 'sea_level': 1008, 'grnd_level': 997}, 'visibility': 10000, 'wind': {'speed': 9.04, 'deg': 269}, 'clouds': {'all': 20}, 'dt': 1599159972, 'sys': {'country': 'RU', 'sunrise': 1599177784, 'sunset': 1599226938}, 'timezone': 25200, 'id': 1501000, 'name': 'Kyshtovka', 'cod': 200}"
404,Svarstad,NO,59.4,9.97,55.0,1,100,1.95,"{'coord': {'lon': 9.97, 'lat': 59.4}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 54.34, 'feels_like': 46.13, 'temp_min': 54, 'temp_max': 55, 'pressure': 1007, 'humidity': 1}, 'visibility': 10000, 'wind': {'speed': 1.95, 'deg': 99}, 'clouds': {'all': 100}, 'dt': 1599159972, 'sys': {'type': 3, 'id': 2007298, 'country': 'NO', 'sunrise': 1599106929, 'sunset': 1599157023}, 'timezone': 7200, 'id': 7626348, 'name': 'Svarstad', 'cod': 200}"
405,Lebu,CL,-37.62,-73.65,51.44,76,37,6.2,"{'coord': {'lon': -73.65, 'lat': -37.62}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 51.44, 'feels_like': 46.58, 'temp_min': 51.44, 'temp_max': 51.44, 'pressure': 1021, 'humidity': 76, 'sea_level': 1021, 'grnd_level': 1011}, 'visibility': 10000, 'wind': {'speed': 6.2, 'deg': 232}, 'clouds': {'all': 37}, 'dt': 1599159973, 'sys': {'country': 'CL', 'sunrise': 1599131547, 'sunset': 1599172534}, 'timezone': -14400, 'id': 3883457, 'name': 'Lebu', 'cod': 200}"
406,Bugene,TZ,-1.59,31.14,66.61,52,0,3.6,"{'coord': {'lon': 31.14, 'lat': -1.59}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 66.61, 'feels_like': 64.26, 'temp_min': 66.61, 'temp_max': 66.61, 'pressure': 1012, 'humidity': 52, 'sea_level': 1012, 'grnd_level': 838}, 'visibility': 10000, 'wind': {'speed': 3.6, 'deg': 40}, 'clouds': {'all': 0}, 'dt': 1599159973, 'sys': {'country': 'TZ', 'sunrise': 1599105145, 'sunset': 1599148648}, 'timezone': 10800, 'id': 161022, 'name': 'Bugene', 'cod': 200}"
407,Tiarei,PF,-17.53,-149.33,80.6,69,20,2.24,"{'coord': {'lon': -149.33, 'lat': -17.53}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 80.29, 'feels_like': 86.25, 'temp_min': 80.01, 'temp_max': 80.6, 'pressure': 1016, 'humidity': 69}, 'visibility': 10000, 'wind': {'speed': 2.24, 'deg': 0}, 'clouds': {'all': 20}, 'dt': 1599159973, 'sys': {'type': 1, 'id': 7318, 'country': 'PF', 'sunrise': 1599148940, 'sunset': 1599191459}, 'timezone': -36000, 'id': 4033356, 'name': 'Tiarei', 'cod': 200}"
408,Parabel,RU,58.7,81.48,49.66,95,100,6.98,"{'coord': {'lon': 81.48, 'lat': 58.7}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 49.66, 'feels_like': 45.36, 'temp_min': 49.66, 'temp_max': 49.66, 'pressure': 1002, 'humidity': 95, 'sea_level': 1002, 'grnd_level': 995}, 'visibility': 10000, 'wind': {'speed': 6.98, 'deg': 321}, 'clouds': {'all': 100}, 'dt': 1599159973, 'sys': {'country': 'RU', 'sunrise': 1599176365, 'sunset': 1599226030}, 'timezone': 25200, 'id': 1495586, 'name': ""Parabel'"", 'cod': 200}"
409,Te Anau,NZ,-45.42,167.72,44.83,81,100,9.08,"{'coord': {'lon': 167.72, 'lat': -45.42}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 44.83, 'feels_like': 37.38, 'temp_min': 44.83, 'temp_max': 44.83, 'pressure': 1018, 'humidity': 81, 'sea_level': 1018, 'grnd_level': 992}, 'visibility': 10000, 'wind': {'speed': 9.08, 'deg': 7}, 'rain': {'1h': 0.13}, 'clouds': {'all': 100}, 'dt': 1599159974, 'sys': {'country': 'NZ', 'sunrise': 1599160381, 'sunset': 1599200629}, 'timezone': 43200, 'id': 2181625, 'name': 'Te Anau', 'cod': 200}"
410,Ust-Nera,RU,64.57,143.2,46.36,77,92,2.89,"{'coord': {'lon': 143.2, 'lat': 64.57}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 46.36, 'feels_like': 42.44, 'temp_min': 46.36, 'temp_max': 46.36, 'pressure': 1022, 'humidity': 77, 'sea_level': 1022, 'grnd_level': 964}, 'visibility': 10000, 'wind': {'speed': 2.89, 'deg': 212}, 'clouds': {'all': 92}, 'dt': 1599159974, 'sys': {'country': 'RU', 'sunrise': 1599160624, 'sunset': 1599212152}, 'timezone': 36000, 'id': 2120048, 'name': 'Ust-Nera', 'cod': 200}"
411,Nyurba,RU,63.28,118.33,45.75,94,0,4.74,"{'coord': {'lon': 118.33, 'lat': 63.28}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 45.75, 'feels_like': 41.72, 'temp_min': 45.75, 'temp_max': 45.75, 'pressure': 1011, 'humidity': 94, 'sea_level': 1011, 'grnd_level': 998}, 'visibility': 10000, 'wind': {'speed': 4.74, 'deg': 199}, 'clouds': {'all': 0}, 'dt': 1599159974, 'sys': {'country': 'RU', 'sunrise': 1599166837, 'sunset': 1599217874}, 'timezone': 32400, 'id': 2018735, 'name': 'Nyurba', 'cod': 200}"
412,Maiduguri,NG,11.85,13.16,74.79,86,100,6.35,"{'coord': {'lon': 13.16, 'lat': 11.85}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 74.79, 'feels_like': 79, 'temp_min': 74.79, 'temp_max': 74.79, 'pressure': 1011, 'humidity': 86, 'sea_level': 1011, 'grnd_level': 975}, 'visibility': 10000, 'wind': {'speed': 6.35, 'deg': 23}, 'clouds': {'all': 100}, 'dt': 1599159720, 'sys': {'country': 'NG', 'sunrise': 1599109031, 'sunset': 1599153391}, 'timezone': 3600, 'id': 2331447, 'name': 'Maiduguri', 'cod': 200}"
413,Buldana,IN,20.53,76.18,73.71,88,0,2.33,"{'coord': {'lon': 76.18, 'lat': 20.53}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 73.71, 'feels_like': 79.99, 'temp_min': 73.71, 'temp_max': 73.71, 'pressure': 1009, 'humidity': 88, 'sea_level': 1009, 'grnd_level': 936}, 'visibility': 10000, 'wind': {'speed': 2.33, 'deg': 75}, 'clouds': {'all': 0}, 'dt': 1599159975, 'sys': {'country': 'IN', 'sunrise': 1599180014, 'sunset': 1599224925}, 'timezone': 19800, 'id': 1275117, 'name': 'Buldāna', 'cod': 200}"
414,Merauke,ID,-8.47,140.33,77.83,84,95,15.75,"{'coord': {'lon': 140.33, 'lat': -8.47}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 77.83, 'feels_like': 77.95, 'temp_min': 77.83, 'temp_max': 77.83, 'pressure': 1010, 'humidity': 84, 'sea_level': 1010, 'grnd_level': 1010}, 'visibility': 10000, 'wind': {'speed': 15.75, 'deg': 114}, 'clouds': {'all': 95}, 'dt': 1599159975, 'sys': {'country': 'ID', 'sunrise': 1599165531, 'sunset': 1599208623}, 'timezone': 32400, 'id': 2082539, 'name': 'Merauke', 'cod': 200}"
415,Kieta,PG,-6.22,155.63,79.45,74,86,3.4,"{'coord': {'lon': 155.63, 'lat': -6.22}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 79.45, 'feels_like': 85.37, 'temp_min': 79.45, 'temp_max': 79.45, 'pressure': 1008, 'humidity': 74, 'sea_level': 1008, 'grnd_level': 1005}, 'visibility': 10000, 'wind': {'speed': 3.4, 'deg': 170}, 'clouds': {'all': 86}, 'dt': 1599159975, 'sys': {'country': 'PG', 'sunrise': 1599161792, 'sunset': 1599205019}, 'timezone': 39600, 'id': 2094027, 'name': 'Kieta', 'cod': 200}"
416,Korhogo,CI,9.45,-5.63,72.23,94,100,4.52,"{'coord': {'lon': -5.63, 'lat': 9.45}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 72.23, 'feels_like': 77.52, 'temp_min': 72.23, 'temp_max': 72.23, 'pressure': 1011, 'humidity': 94, 'sea_level': 1011, 'grnd_level': 967}, 'visibility': 10000, 'wind': {'speed': 4.52, 'deg': 239}, 'clouds': {'all': 100}, 'dt': 1599159975, 'sys': {'country': 'CI', 'sunrise': 1599113619, 'sunset': 1599157819}, 'timezone': 0, 'id': 2286304, 'name': 'Korhogo', 'cod': 200}"
417,Indian Head,US,38.6,-77.16,91.99,59,1,8.05,"{'coord': {'lon': -77.16, 'lat': 38.6}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 89.01, 'feels_like': 93.56, 'temp_min': 87.01, 'temp_max': 91.99, 'pressure': 1009, 'humidity': 59}, 'visibility': 10000, 'wind': {'speed': 8.05, 'deg': 170}, 'clouds': {'all': 1}, 'dt': 1599159976, 'sys': {'type': 1, 'id': 3777, 'country': 'US', 'sunrise': 1599129614, 'sunset': 1599176150}, 'timezone': -14400, 'id': 4358916, 'name': 'Indian Head', 'cod': 200}"
